Rows,Colums,Profundidad,Pack_Size,Tiempo_promedio,Ancho_de_banda,
4,4,14,33,0,0
4,4,16,32,1136,2.8169e+08
4,4,7,33,1079,3.05839e+08
4,4,4,38,0,0
4,4,12,36,0,0
4,4,6,37,1124,3.29181e+08
4,4,10,37,0,0
4,4,12,38,1193,3.18525e+08
4,4,6,38,0,0
4,4,11,32,1134,2.82187e+08
4,4,10,40,1145,3.49345e+08
4,4,14,35,1060,3.30189e+08
4,4,9,33,1114,2.9623e+08
4,4,11,35,0,0
4,4,1,35,0,0
4,4,10,35,0,0
4,4,12,32,1116,2.86738e+08
4,4,1,39,0,0
4,4,11,33,1128,2.92553e+08
4,4,9,39,1193,3.26907e+08
4,4,5,36,0,0
4,4,6,37,1078,3.43228e+08
4,4,1,39,0,0
4,4,15,38,0,0
4,4,1,32,0,0
4,4,12,36,1212,2.9703e+08
4,4,14,34,1193,2.84996e+08
4,4,13,40,1104,3.62319e+08
4,4,8,36,1191,3.02267e+08
4,4,10,38,1102,3.44828e+08
4,4,2,34,1160,2.93103e+08
4,4,11,36,1134,3.1746e+08
4,4,12,40,1074,3.72439e+08
4,4,15,33,1059,3.11615e+08
4,4,7,36,1071,3.36134e+08
4,4,8,35,0,0
4,4,1,33,0,0
4,4,9,35,0,0
4,4,7,40,1154,3.4662e+08
4,4,14,33,1212,2.72277e+08
4,4,9,39,0,0
4,4,16,32,0,0
4,4,8,39,1173,3.32481e+08
4,4,15,36,1152,3.125e+08
4,4,8,36,1058,3.40265e+08
4,4,7,35,1119,3.12779e+08
4,4,14,37,1134,3.26279e+08
4,4,3,39,1017,3.83481e+08
4,4,13,34,1173,2.89855e+08
4,4,15,37,1102,3.35753e+08
4,4,13,37,0,0
4,4,12,37,1111,3.33033e+08
4,4,9,38,1017,3.73648e+08
4,4,13,36,0,0
4,4,1,38,0,0
4,4,5,39,0,0
4,4,1,39,0,0
4,4,5,32,1029,3.10982e+08
4,4,4,32,1040,3.07692e+08
4,4,4,39,1019,3.82728e+08
4,4,4,37,1199,3.0859e+08
4,4,16,40,1134,3.52734e+08
4,4,7,36,1106,3.25497e+08
4,4,15,34,1158,2.9361e+08
4,4,11,32,0,0
4,4,4,36,1134,3.1746e+08
4,4,10,36,1108,3.2491e+08
4,4,4,38,1171,3.24509e+08
4,4,2,36,1212,2.9703e+08
4,4,9,40,1212,3.30033e+08
4,4,16,38,1058,3.59168e+08
4,4,4,38,1212,3.13531e+08
4,4,15,33,0,0
4,4,12,32,1089,2.93848e+08
4,4,6,35,1113,3.14465e+08
4,4,8,33,0,0
4,4,11,37,980,3.77551e+08
4,4,16,40,1134,3.52734e+08
4,4,16,35,0,0
4,4,16,39,0,0
4,4,9,32,0,0
4,4,13,39,1154,3.37955e+08
4,4,5,32,0,0
4,4,6,33,1114,2.9623e+08
4,4,2,39,1207,3.23115e+08
4,4,12,40,1212,3.30033e+08
4,4,16,33,1116,2.95699e+08
4,4,14,36,0,0
4,4,16,36,0,0
4,4,15,33,0,0
4,4,6,36,1045,3.44498e+08
4,4,7,35,0,0
4,4,7,40,0,0
4,4,5,33,0,0
4,4,13,38,1073,3.54147e+08
4,4,10,33,1078,3.06122e+08
4,4,5,39,1058,3.6862e+08
4,4,16,39,1199,3.25271e+08
4,4,12,33,0,0
4,4,10,40,980,4.08163e+08
4,4,5,35,1087,3.21987e+08
4,4,15,33,0,0
4,4,14,32,0,0
4,4,1,38,0,0
4,4,11,39,1061,3.67578e+08
4,4,12,33,0,0
4,4,9,39,1000,3.9e+08
4,4,1,39,0,0
4,4,1,36,0,0
4,4,12,34,0,0
4,4,7,37,0,0
4,4,16,38,0,0
4,4,8,32,0,0
4,4,3,36,0,0
4,4,14,40,0,0
4,4,2,35,1134,3.08642e+08
4,4,7,40,0,0
4,4,11,38,1195,3.17992e+08
4,4,8,38,0,0
4,4,14,34,0,0
4,4,15,39,1071,3.64146e+08
4,4,6,33,0,0
4,4,9,37,1132,3.26855e+08
4,4,9,35,0,0
4,4,11,33,1019,3.23847e+08
4,4,14,35,1199,2.9191e+08
4,4,8,35,1153,3.03556e+08
4,4,2,34,1017,3.34317e+08
4,4,3,33,1104,2.98913e+08
4,4,10,38,1212,3.13531e+08
4,4,12,37,1017,3.63815e+08
4,4,14,40,0,0
4,4,1,36,0,0
4,4,7,37,1040,3.55769e+08
4,4,2,40,1042,3.83877e+08
4,4,11,33,0,0
4,4,13,33,0,0
4,4,16,38,1094,3.47349e+08
4,4,11,33,0,0
4,4,16,36,0,0
4,4,6,34,0,0
4,4,15,32,1236,2.589e+08
4,4,8,35,1030,3.39806e+08
4,4,12,34,1102,3.0853e+08
4,4,6,35,0,0
4,4,15,36,0,0
4,4,16,34,0,0
4,4,3,38,0,0
4,4,14,33,0,0
4,4,16,32,1136,2.8169e+08
4,4,7,33,1079,3.05839e+08
4,4,4,38,0,0
4,4,12,36,0,0
4,4,6,37,1124,3.29181e+08
4,4,10,37,0,0
4,4,12,38,1193,3.18525e+08
4,4,6,38,0,0
4,4,11,32,1134,2.82187e+08
4,4,10,40,1145,3.49345e+08
4,4,14,35,1060,3.30189e+08
4,4,9,33,1114,2.9623e+08
4,4,11,35,0,0
4,4,1,35,0,0
4,4,10,35,0,0
4,4,12,32,1116,2.86738e+08
4,4,1,39,0,0
4,4,11,33,1128,2.92553e+08
4,4,9,39,1193,3.26907e+08
4,4,5,36,0,0
4,4,6,37,1078,3.43228e+08
4,4,1,39,0,0
4,4,15,38,0,0
4,4,1,32,0,0
4,4,12,36,1212,2.9703e+08
4,4,14,34,1193,2.84996e+08
4,4,13,40,1104,3.62319e+08
4,4,8,36,1191,3.02267e+08
4,4,10,38,1102,3.44828e+08
4,4,2,34,1160,2.93103e+08
4,4,11,36,1134,3.1746e+08
4,4,12,40,1074,3.72439e+08
4,4,15,33,1059,3.11615e+08
4,4,7,36,1071,3.36134e+08
4,4,8,35,0,0
4,4,1,33,0,0
4,4,9,35,0,0
4,4,7,40,1154,3.4662e+08
4,4,14,33,1212,2.72277e+08
4,4,9,39,0,0
4,4,16,32,0,0
4,4,8,39,1173,3.32481e+08
4,4,15,36,1152,3.125e+08
4,4,8,36,1058,3.40265e+08
4,4,7,35,1119,3.12779e+08
4,4,14,37,1134,3.26279e+08
4,4,3,39,1017,3.83481e+08
4,4,13,34,1173,2.89855e+08
4,4,15,37,1102,3.35753e+08
4,4,13,37,0,0
4,4,12,37,1111,3.33033e+08
4,4,9,38,1017,3.73648e+08
